id,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,label
1486,0.00622665,0.03442029,0.000784799,0.006193749,0.129746835,0.778251599,0.000100929,0.000424114,0.001907818,0.004048583,0
1487,0.00498132,0.030797101,0.000576445,0.006690962,0.343881857,0.953091684,0.000125151,0.000817934,0.0017127,0.006228589,0
1488,0.00498132,0.012681159,0.000229189,0.002966519,0.393459916,1,0.000179653,0.000302939,0.000715432,0.002491436,0
1489,0.00498132,0.010869565,0.000194463,0.002594075,0.367088608,0.634328358,0.00026847,0.000212057,0.000346876,0.001557147,0
1490,0.00498132,0.019927536,0.000368091,0.004456296,0.349156118,0.875266525,0.000185709,0.000484702,0.000997268,0.003425724,0
1491,0.00871731,0.226449275,0.006952065,0.029316956,0.143459916,0.664179104,5.45E-05,0.005513481,0.014807267,0.04609156,0
1492,0.00871731,0.036231884,0.001118164,0.004875296,0.221518987,0.675906183,0.000104966,0.001120872,0.002384772,0.008720025,0
1493,0.00871731,0.177536232,0.005451919,0.023031958,0.155063291,0.639658849,7.87E-05,0.004574371,0.011208429,0.035191529,0
1494,0.00996264,0.144927536,0.005014376,0.016746959,0.142405063,0.511727079,9.89E-05,0.003907907,0.008411742,0.028028652,0
1495,0.00622665,0.123188406,0.002826664,0.021402514,0.240506329,0.727078891,8.07E-05,0.00330203,0.006525604,0.025537216,0
1496,0.00871731,0.143115942,0.004396261,0.018609181,0.139240506,0.513859275,8.07E-05,0.003362617,0.007392794,0.025848645,0
1497,0.00747198,0.230072464,0.006174211,0.03403955,0.1592827,0.640724947,6.66E-05,0.005301424,0.012726011,0.042354407,0
1498,0,0.016304348,2.08E-05,0.018609181,0.789029536,1,0.000605571,3.03E-05,6.50E-05,0.000311429,0
1499,1,0.018115942,0.061374022,1.30E-05,0.146624473,0.182302772,0.002955188,0.050954256,0.044465161,0.033322952,1
1500,0.00622665,0.231884058,0.005326907,0.04002473,0.150843882,0.536247335,7.06E-05,0.004362314,0.009322291,0.03456867,0
1501,0.00498132,0.092391304,0.001757115,0.01935407,0.164556962,0.511727079,7.06E-05,0.001423811,0.002905086,0.012145749,0
1502,0.00498132,0.019927536,0.000368091,0.004456296,0.279535865,0.73347548,9.29E-05,0.000363526,0.00082383,0.003737154,0
1503,0.00498132,0.036231884,0.000680622,0.007808295,0.256329114,0.715351812,9.69E-05,0.000727052,0.001517582,0.006228589,0
1504,0.00498132,0.009057971,0.000159738,0.00222163,0.296413502,0.964818763,0.000302786,9.09E-05,0.000476954,0.000934288,0
1505,0.00498132,0.067028986,0.001270957,0.014139849,0.394514768,0.988272921,8.48E-05,0.002241745,0.003924034,0.01744005,0
1506,0.00498132,0.02173913,0.000402817,0.004828741,0.270042194,0.819829424,0.000165523,0.00039382,0.001018948,0.003114295,0
1507,0.00498132,0.009057971,0.000159738,0.00222163,0.332278481,0.751599147,0.000538958,0.000121175,0.000346876,0.000622859,0
1508,0.00498132,0.025362319,0.000472268,0.005573629,0.367088608,0.943496802,0.000135244,0.000696759,0.001387504,0.005294301,0
1509,0.00498132,0.094202899,0.001791841,0.019726514,0.180379747,0.585287846,5.65E-05,0.00157528,0.003360361,0.014014326,0
1510,0.00498132,0.059782609,0.001132055,0.012650072,0.181434599,0.579957356,6.26E-05,0.000939109,0.002081256,0.008720025,0
1511,0.00498132,0.052536232,0.000993152,0.011160294,0.324894515,0.943496802,5.25E-05,0.001423811,0.002926766,0.013080037,0
1512,0.00622665,0.043478261,0.000993152,0.007746842,0.303797468,0.879530917,8.48E-05,0.001332929,0.002731648,0.010900031,0
1513,0.00622665,0.001811594,3.47E-05,0.000607084,0.560126582,1,0.001211143,0,0.000108399,0,0
1514,0.00871731,0.019927536,0.000618116,0.002780297,0.164556962,0.755863539,2.22E-05,0.00039382,0.001452543,0.005294301,0
1515,0.00747198,0.023550725,0.000632006,0.003711408,0.214135021,0.717484009,0.00011304,0.000545289,0.001409184,0.004671442,0
1516,0.00747198,0.023550725,0.000632006,0.003711408,0.300632911,0.989339019,0.000131207,0.00078764,0.001951177,0.00591716,0
1517,0.00747198,0.012681159,0.000340311,0.002115484,0.321729958,1,0.000375454,0.00039382,0.001062308,0.001868577,0
1518,0.00747198,0.014492754,0.000388927,0.002381782,0.279535865,0.982942431,0.000246266,0.00039382,0.001192386,0.002491436,0
1519,0.00747198,0.005434783,0.000145848,0.001050293,0.321729958,0.542643923,0.000807428,9.09E-05,0.000195118,0.000311429,0
1520,0.00747198,0.05615942,0.001507091,0.00849918,0.302742616,0.771855011,9.29E-05,0.002090276,0.003663877,0.015882903,0
1521,0.00996264,0.050724638,0.00176406,0.005987043,0.191983122,0.689765458,6.06E-05,0.001635868,0.003858995,0.014325755,0
1522,0.00498132,0.005434783,9.03E-05,0.001476742,0.314345992,0.840085288,0.000151393,0,0.000216797,0.000934288,0
1523,0.00498132,0.012681159,0.000229189,0.002966519,0.393459916,0.973347548,0.000111021,0.000302939,0.000693752,0.003114295,0
1524,0.00373599,0.018115942,0.000256969,0.005108074,0.329113924,0.952025586,6.66E-05,0.000272645,0.000758791,0.003425724,0
1525,0.00622665,0.088768116,0.00203492,0.015504858,0.169831224,0.549040512,6.26E-05,0.001726749,0.003598838,0.014948614,0
1526,0.00622665,0.048913043,0.001118164,0.008677953,0.102320675,0.333688699,9.49E-05,0.000545289,0.001214066,0.004982871,0
1527,0.00498132,0.076086957,0.001444585,0.016002071,0.19092827,0.786780384,7.06E-05,0.001302636,0.003577158,0.011211461,0
1528,0.00498132,0.134057971,0.002555804,0.027920289,0.21835443,0.858208955,3.63E-05,0.002726447,0.006894159,0.025225786,0
1529,0.00373599,0.030797101,0.000451433,0.008366962,0.296413502,0.644989339,0.000143319,0.000514995,0.00088887,0.004048583,0
1530,0.00996264,0.027173913,0.000951481,0.003297995,0.179324895,0.4445629,6.66E-05,0.000757346,0.001344144,0.007162878,0
1531,0.01120797,0.141304348,0.005438029,0.014698516,0.117088608,0.381663113,5.05E-05,0.00369585,0.007045918,0.031765805,0
1532,0.00996264,0.28442029,0.009827344,0.032680128,0.174050633,0.504264392,9.08E-05,0.009118449,0.016346529,0.065711616,0
1533,0,0.204710145,0.000743128,0.212280235,0.935654008,1,0.004117885,0.003029385,0.002319733,0.001245718,1
1534,0,0.072463768,0.000236134,0.076338053,0.922995781,1,0.002355672,0.000939109,0.000737111,0.000622859,1
1535,0.00373599,0.009057971,0.000118067,0.002780297,0.296413502,0.778251599,0.000201857,3.03E-05,0.000260157,0.000934288,0
1536,0.00622665,0.086956522,0.001993249,0.015195729,0.199367089,0.608742004,8.48E-05,0.001938806,0.003880675,0.015260044,0
1537,0.00622665,0.05615942,0.001284847,0.009918193,0.253164557,0.67803838,7.47E-05,0.001484399,0.002753328,0.012457178,0
1538,0.00747198,0.065217391,0.00175017,0.009830668,0.201476793,0.690831557,6.86E-05,0.001696456,0.003837315,0.014325755,0
1539,0.00622665,0.032608696,0.000743128,0.00588462,0.213080169,0.953091684,3.23E-05,0.000666465,0.002211334,0.007474307,0
1540,0.00622665,0.048913043,0.001118164,0.008677953,0.253164557,0.86673774,5.85E-05,0.001272342,0.003035165,0.01152289,0
1541,0.00622665,0.019927536,0.000451433,0.003711408,0.28164557,0.630063966,0.000220024,0.000484702,0.00086719,0.003114295,0
1542,0.00373599,0.048913043,0.000729238,0.013022516,0.425105485,1,5.45E-05,0.001332929,0.002276373,0.012145749,0
1543,0,0.057971014,0.000180573,0.061440279,0.648734177,1,0.000538958,0.000454408,0.000563673,0.001557147,1
1544,0.01618929,0.050724638,0.002771103,0.003843626,0.092827004,0.469083156,0.00012717,0.001514693,0.00427091,0.010588602,0
1545,0,0.190217391,0.000687567,0.197382461,0.85021097,1,0.002860315,0.002544683,0.002146295,0.001557147,1
1546,0.01120797,0.019927536,0.000784799,0.00222163,0.138185654,0.351812367,0.000242229,0.000454408,0.00086719,0.002802865,0
1547,0.00996264,0.027173913,0.000951481,0.003297995,0.113924051,0.466950959,0.000185709,0.000484702,0.001409184,0.003425724,0
1548,0.00996264,0.027173913,0.000951481,0.003297995,0.164556962,0.511727079,0.000230117,0.000696759,0.001539262,0.004048583,0
1549,0.00871731,0.018115942,0.000562555,0.002547519,0.112869198,0.442430704,0.000151393,0.000212057,0.000758791,0.002180006,0
1550,0.00747198,0.047101449,0.001264012,0.007169553,0.11814346,0.357142857,0.000318934,0.000727052,0.001474223,0.003425724,0
1551,0.00622665,0.009057971,0.000201408,0.001849186,0.267932489,0.526652452,0.000538958,0.000121175,0.000281837,0.000622859,0
1552,0.00622665,0.02173913,0.000493103,0.004022399,0.256329114,0.890191898,0.000129189,0.000484702,0.001365824,0.004048583,0
1553,0.00747198,0.072463768,0.001944634,0.010893997,0.165611814,0.628997868,7.27E-05,0.001605574,0.003902354,0.013391467,0
1554,0.00747198,0.072463768,0.001944634,0.010893997,0.17721519,0.739872068,9.49E-05,0.001696456,0.004552747,0.013080037,0
1555,0.00622665,0.010869565,0.000243079,0.002160177,0.372362869,0.82196162,0.000179653,0.000302939,0.000607033,0.002491436,0
1556,0.00622665,0.02173913,0.000493103,0.004022399,0.256329114,0.863539446,8.88E-05,0.000484702,0.001322465,0.004671442,0
1557,0.00622665,0.072463768,0.001659884,0.012711525,0.189873418,0.92217484,6.06E-05,0.001514693,0.004791224,0.013391467,0
1558,0.00622665,0.070652174,0.001618213,0.012402396,0.178270042,0.981876333,5.25E-05,0.001393517,0.004964662,0.012768608,0
1559,0.00622665,0.010869565,0.000243079,0.002160177,0.272151899,0.771855011,0.000173597,0.000181763,0.000563673,0.001868577,0
1560,0.00373599,0.019927536,0.00028475,0.005573629,0.099156118,1,0,0,0.00088887,0.001868577,0
1561,0.00747198,0.072463768,0.001944634,0.010893997,0.169831224,0.851812367,6.66E-05,0.001635868,0.005203139,0.014014326,0
1562,0.00622665,0.070652174,0.001618213,0.012402396,0.275316456,0.995735608,5.45E-05,0.002059982,0.005029701,0.018062909,0
1563,0,0.019927536,3.47E-05,0.022333624,0.560126582,1,0.000151393,0,0.000108399,0.000934288,0
1564,0.00622665,0.018115942,0.000409762,0.003400417,0.296413502,0.789978678,0.000139281,0.000454408,0.000997268,0.003737154,0
1565,0.00373599,0.019927536,0.00028475,0.005573629,0.253164557,1,8.07E-05,0.000212057,0.00088887,0.002802865,0
1566,0.00622665,0.072463768,0.001659884,0.012711525,0.181434599,0.840085288,4.04E-05,0.001454105,0.004379309,0.014014326,0
1567,0.00747198,0.070652174,0.001896018,0.010627699,0.186708861,0.665245203,5.65E-05,0.001726749,0.004010753,0.015260044,0
1568,0.00996264,0.039855072,0.001389024,0.004746803,0.169831224,0.474413646,0.000115059,0.001120872,0.002124615,0.008408595,0
1569,0.00996264,0.039855072,0.001389024,0.004746803,0.20464135,0.541577825,0.000165523,0.001332929,0.002406452,0.008408595,0
1570,0.00871731,0.028985507,0.00089592,0.003944185,0.224683544,0.537313433,0.000143319,0.000878522,0.001517582,0.006228589,0
1571,0.00747198,0.065217391,0.00175017,0.009830668,0.262658228,0.670575693,0.000163504,0.002150863,0.003728916,0.013080037,0
1572,0.00747198,0.096014493,0.002576639,0.014352142,0.226793249,0.593816631,8.48E-05,0.002847622,0.004921303,0.021800062,0
1573,0.00498132,0.05615942,0.001062603,0.011905183,0.39978903,0.987206823,9.49E-05,0.001878219,0.003273642,0.014325755,0
1574,0.00498132,0.02173913,0.000402817,0.004828741,0.382911392,0.933901919,0.000139281,0.000605877,0.001170706,0.004671442,0
1575,0.00622665,0.028985507,0.000659786,0.005262638,0.214135021,0.728144989,3.63E-05,0.000575583,0.001495903,0.006540019,0
1576,0.00622665,0.02173913,0.000493103,0.004022399,0.270042194,0.863539446,0.000121114,0.000514995,0.001322465,0.004360012,0
1577,0.00622665,0.023550725,0.000534774,0.004331528,0.234177215,0.885927505,0.000129189,0.000484702,0.001474223,0.004048583,0
1578,0.00622665,0.023550725,0.000534774,0.004331528,0.234177215,0.924307036,5.65E-05,0.000484702,0.001539262,0.005294301,0
1579,0.00622665,0.028985507,0.000659786,0.005262638,0.348101266,0.947761194,0.00012717,0.000969403,0.001951177,0.007162878,0
1580,0.00498132,0.02173913,0.000402817,0.004828741,0.221518987,0.671641791,8.48E-05,0.000302939,0.00082383,0.003425724,0
1581,0.00498132,0.02173913,0.000402817,0.004828741,0.20464135,0.819829424,6.66E-05,0.000272645,0.001018948,0.003425724,0
1582,0.00373599,0.023550725,0.000340311,0.00650474,0.227848101,0.714285714,0.000135244,0.000242351,0.000737111,0.002491436,0
1583,0.00622665,0.041666667,0.000951481,0.007435851,0.216244726,0.755863539,8.48E-05,0.000908816,0.002254694,0.007785737,0
1584,0.00622665,0.02173913,0.000493103,0.004022399,0.242616034,0.931769723,0.000115059,0.000454408,0.001430863,0.004048583,0
1585,0.00747198,0.072463768,0.001944634,0.010893997,0.140295359,0.614072495,0.000102947,0.001393517,0.003815635,0.010588602,0
1586,0.00747198,0.072463768,0.001944634,0.010893997,0.183544304,0.769722814,9.69E-05,0.001757043,0.004726185,0.013391467,0
1587,0,0.047101449,0.000138902,0.050266949,0.374472574,1,0.000167541,0.000121175,0.000433595,0.001557147,1
1588,0,0.072463768,0.000236134,0.076338053,0.767932489,1,0.00072063,0.000757346,0.000737111,0.001868577,1
1589,0.01120797,0.019927536,0.000784799,0.00222163,0.182489451,0.528784648,0.000343157,0.000605877,0.001300785,0.002802865,0
1590,0.00996264,0.036231884,0.001264012,0.004331528,0.129746835,0.480810235,0.000131207,0.00078764,0.001951177,0.00591716,0
1591,0.00996264,0.025362319,0.000888975,0.003091288,0.132911392,0.526652452,0.000121114,0.000514995,0.001474223,0.004360012,0
1592,0.00996264,0.028985507,0.001013987,0.003504701,0.138185654,0.497867804,0.000151393,0.000636171,0.001604301,0.004671442,0
1593,0.01120797,0.032608696,0.001270957,0.003525186,0.094936709,0.281449893,0.000403714,0.000605877,0.001192386,0.002491436,0
1594,0.01120797,0.019927536,0.000784799,0.00222163,0.094936709,0.271855011,0.000369398,0.000302939,0.000672072,0.001557147,0
1595,0.00871731,0.027173913,0.000840359,0.003711408,0.200421941,0.575692964,0.000189746,0.000727052,0.001517582,0.004671442,0
1596,0.00747198,0.027173913,0.000729238,0.004244003,0.208860759,0.495735608,0.000201857,0.000636171,0.001127347,0.004048583,0
1597,0,0.038043478,0.000104177,0.040955841,0.47257384,1,0.000167541,0.000121175,0.000325196,0.001557147,1
1598,0.00249066,0.014492754,0.000138902,0.005573629,0.257383966,1,6.66E-05,3.03E-05,0.000433595,0.001557147,0
1599,0.01120797,0.10326087,0.003979554,0.01078785,0.030590717,0.172707889,0.000125151,0.001211754,0.002666609,0.008720025,0
1600,0.00747198,0.327898551,0.008799467,0.048404728,0.1592827,0.594882729,5.45E-05,0.00763405,0.016975242,0.063220181,0
1601,0.00996264,0.130434783,0.004514328,0.015091444,0.128691983,0.396588486,8.88E-05,0.003241442,0.00602697,0.024291498,0
1602,0.00996264,0.192028986,0.006639534,0.022126918,0.160337553,0.662046908,8.48E-05,0.005725538,0.014113515,0.042665836,0
1603,0.00996264,0.030797101,0.001076494,0.003711408,0.238396624,0.697228145,0.000135244,0.001151166,0.002363092,0.008097166,0
1604,0.00747198,0.224637681,0.006028364,0.033240657,0.229957806,0.848614072,8.07E-05,0.006937292,0.016129732,0.05200872,0
1605,0.01120797,0.094202899,0.003632298,0.009856739,0.171940928,0.76652452,8.88E-05,0.003241442,0.008823657,0.024291498,0
1606,0.00871731,0.076086957,0.002340505,0.009996406,0.168776371,0.702558635,8.07E-05,0.001999394,0.005224819,0.015882903,0
1607,0.00747198,0.012681159,0.000340311,0.002115484,0.3407173,0.961620469,0.000125151,0.000424114,0.001018948,0.003737154,0
1608,0.00871731,0.052536232,0.001618213,0.006970296,0.19092827,0.82196162,4.84E-05,0.001484399,0.004184191,0.013702896,0
1609,0.00622665,0.105072464,0.002409957,0.01829819,0.227848101,0.671641791,5.45E-05,0.002665859,0.00515978,0.02304578,0
1610,0.00622665,0.010869565,0.000243079,0.002160177,0.221518987,0.771855011,0.000167541,0.000121175,0.000563673,0.001557147,0
1611,0.00498132,0.028985507,0.000541719,0.006318518,0.367088608,0.962686567,6.26E-05,0.000817934,0.001625981,0.007785737,0
1612,0.00498132,0.003623188,5.56E-05,0.001104297,0.578059072,1,0.0007065,6.06E-05,0.000173438,0.000311429,0
1613,0.00747198,0.009057971,0.000243079,0.001582888,0.447257384,0.873134328,0.000165523,0.00039382,0.000650392,0.003114295,0
1614,0.00747198,0.057971014,0.001555707,0.008765477,0.305907173,0.722814499,9.89E-05,0.002181157,0.003555478,0.016194332,0
1615,0.00747198,0.032608696,0.000875085,0.005041034,0.373417722,1,0.000139281,0.001423811,0.002731648,0.009654313,0
1616,0.00747198,0.028985507,0.000777853,0.004510301,0.361814346,0.767590618,0.000163504,0.001211754,0.001864458,0.007785737,0
1617,0.00747198,0.027173913,0.000729238,0.004244003,0.265822785,0.675906183,7.27E-05,0.000817934,0.001539262,0.007474307,0
1618,0.00996264,0.032608696,0.001139,0.003918114,0.228902954,0.619402985,7.06E-05,0.00118146,0.002233014,0.010277172,0
1619,0.00747198,0.030797101,0.000826469,0.004774736,0.229957806,0.695095949,7.27E-05,0.000817934,0.001799419,0.007474307,0
1620,0.00622665,0.009057971,0.000201408,0.001849186,0.325949367,0.763326226,0.00012717,0.000181763,0.000455275,0.002180006,0
1621,0.00498132,0.018115942,0.000333366,0.004083852,0.30907173,0.864605544,9.29E-05,0.000363526,0.00088887,0.003737154,0
1622,0.00498132,0.027173913,0.000506994,0.005946074,0.393459916,1,7.27E-05,0.000817934,0.001582622,0.007474307,0
1623,0.00498132,0.012681159,0.000229189,0.002966519,0.578059072,0.973347548,0.000238191,0.000514995,0.000693752,0.003114295,0
1624,0.00747198,0.050724638,0.001361243,0.007702149,0.246835443,0.648187633,0.000143319,0.001544986,0.002796687,0.010277172,0
1625,0.00996264,0.036231884,0.001264012,0.004331528,0.201476793,0.740938166,6.26E-05,0.00118146,0.002948446,0.010588602,0
1626,0.00996264,0.081521739,0.002826664,0.009504779,0.200421941,0.719616205,9.49E-05,0.002817328,0.006460565,0.020865774,0
1627,0.00996264,0.012681159,0.000451433,0.00164248,0.223628692,1,5.45E-05,0.000363526,0.001409184,0.004360012,0
1628,0.00996264,0.097826087,0.003389218,0.011367001,0.209915612,0.795309168,8.68E-05,0.00354438,0.00852014,0.026782934,0
1629,0.00871731,0.039855072,0.001229286,0.005340852,0.237341772,0.820895522,0.0001413,0.001332929,0.003165243,0.009031454,0
1630,0.00747198,0.086956522,0.00233356,0.013022516,0.280590717,0.717484009,0.000109003,0.003089973,0.005311538,0.021800062,0
1631,0.00498132,0.028985507,0.000541719,0.006318518,0.379746835,0.937100213,0.000151393,0.000848228,0.001582622,0.00591716,0
1632,0.00498132,0.003623188,5.56E-05,0.001104297,0.578059072,0.858208955,0.0007065,6.06E-05,0.000130078,0.000311429,0
1633,0.00871731,0.045289855,0.001395969,0.006039185,0.208860759,0.795309168,7.47E-05,0.001363223,0.003490439,0.01152289,0
1634,0.00871731,0.047101449,0.00145153,0.006271963,0.164556962,0.842217484,9.08E-05,0.001151166,0.003837315,0.009342884,0
1635,0.00747198,0.023550725,0.000632006,0.003711408,0.290084388,1,0.000121114,0.000757346,0.001972857,0.00591716,0
1636,0.00747198,0.030797101,0.000826469,0.004774736,0.162447257,0.62793177,0.000236173,0.000575583,0.001625981,0.003425724,0
1637,0.00747198,0.014492754,0.000388927,0.002381782,0.313291139,0.898720682,0.000242229,0.000454408,0.001083987,0.002802865,0
1638,0.00747198,0.005434783,0.000145848,0.001050293,0.246835443,0.961620469,0.001413,3.03E-05,0.000433595,0,0
1639,0.00747198,0.023550725,0.000632006,0.003711408,0.257383966,0.891257996,0.000123133,0.000666465,0.001756059,0.005294301,0
1640,0.00747198,0.032608696,0.000875085,0.005041034,0.294303797,0.751599147,8.48E-05,0.001120872,0.002059576,0.009342884,0
1641,0.00871731,0.047101449,0.00145153,0.006271963,0.228902954,0.748400853,5.85E-05,0.001544986,0.0034254,0.013702896,0
1642,0.00747198,0.005434783,0.000145848,0.001050293,0.283755274,1,0.000403714,6.06E-05,0.000455275,0.000622859,0
1643,0.00747198,0.067028986,0.001798786,0.010096966,0.262658228,0.840085288,9.08E-05,0.002211451,0.004747865,0.016817191,0
1644,0.00747198,0.057971014,0.001555707,0.008765477,0.260548523,0.837953092,8.88E-05,0.001878219,0.004097472,0.014637185,0
1645,0.00747198,0.014492754,0.000388927,0.002381782,0.330168776,0.847547974,0.00015543,0.000484702,0.001018948,0.003737154,0
1646,0.00747198,0.009057971,0.000243079,0.001582888,0.421940928,1,0.000181671,0.000363526,0.000758791,0.002802865,0
1647,0.00747198,0.052536232,0.001409859,0.007968447,0.316455696,0.776119403,0.000109003,0.002029688,0.00344708,0.014637185,0
1648,0.00747198,0.012681159,0.000340311,0.002115484,0.246835443,0.714285714,0.000157449,0.000272645,0.000737111,0.002491436,0
1649,0.00996264,0.081521739,0.002826664,0.009504779,0.200421941,0.546908316,8.68E-05,0.002817328,0.005008022,0.021488633,0
1650,0.00996264,0.39673913,0.013702721,0.045507111,0.187763713,0.742004264,8.88E-05,0.013601939,0.032389542,0.09810028,0
1651,0.00871731,0.067028986,0.002062701,0.008832517,0.208860759,0.712153518,7.67E-05,0.002090276,0.004661146,0.016817191,0
1652,0.00996264,0.452898551,0.015640409,0.051922465,0.142405063,0.650319829,6.66E-05,0.012602242,0.032736418,0.09841171,0
1653,0.01120797,0.27173913,0.010438515,0.028106512,0.148734177,0.754797441,9.69E-05,0.008603453,0.025040108,0.061040174,0
1654,0.00747198,0.050724638,0.001361243,0.007702149,0.266877637,0.826226013,9.69E-05,0.001666162,0.003533799,0.012768608,0
1655,0.00747198,0.02173913,0.00058339,0.00344511,0.223628692,0.624733475,8.28E-05,0.000514995,0.001127347,0.004982871,0
1656,0.00747198,0.096014493,0.002576639,0.014352142,0.213080169,0.582089552,7.87E-05,0.002696153,0.004834584,0.021177203,0
1657,0.00747198,0.010869565,0.000291695,0.001849186,0.375527426,0.847547974,0.000246266,0.00039382,0.000758791,0.002491436,0
1658,0.00747198,0.018115942,0.000486158,0.002912515,0.274261603,0.833688699,0.000100929,0.000514995,0.001257425,0.004671442,0
1659,0.00996264,0.086956522,0.003014182,0.010124899,0.224683544,0.727078891,0.000121114,0.003332324,0.006959199,0.022422921,0
1660,0.00747198,0.047101449,0.001264012,0.007169553,0.240506329,0.943496802,6.66E-05,0.001393517,0.003728916,0.012145749,0
1661,0.00747198,0.036231884,0.000972317,0.005573629,0.318565401,0.934968017,0.00012717,0.001363223,0.002840047,0.009654313,0
1662,0.00747198,0.032608696,0.000875085,0.005041034,0.310126582,1,8.88E-05,0.00118146,0.002731648,0.009654313,0
1663,0.00871731,0.072463768,0.002229383,0.00953085,0.189873418,0.495735608,0.000111021,0.002090276,0.003598838,0.014948614,0
1664,0.00871731,0.112318841,0.003451724,0.01465196,0.215189873,0.673773987,0.000104966,0.00369585,0.007436153,0.026160075,0
1665,0.00871731,0.083333333,0.002562749,0.010927517,0.178270042,0.682302772,5.25E-05,0.002302333,0.005571695,0.020242915,0
1666,0.00996264,0.099637681,0.003451724,0.011573708,0.166666667,0.576759062,5.25E-05,0.002999091,0.006438885,0.025848645,0
1667,0.00996264,0.038043478,0.001326518,0.004538234,0.147679325,0.676972281,6.26E-05,0.000939109,0.002840047,0.008720025,0
1668,0.00996264,0.007246377,0.000263915,0.00102236,0.202531646,0.858208955,0.000242229,0.000121175,0.000693752,0.001245718,0
1669,0.00622665,0.038043478,0.00086814,0.006815731,0.289029536,1,6.06E-05,0.001090579,0.002709968,0.009965743,0
1670,0.00747198,0.027173913,0.000729238,0.004244003,0.21835443,0.685501066,7.67E-05,0.000666465,0.001560942,0.006228589,0
1671,0.00871731,0.144927536,0.004451822,0.018841959,0.178270042,0.563965885,5.85E-05,0.004119964,0.008151585,0.034257241,0
1672,0.00498132,0.025362319,0.000472268,0.005573629,0.324894515,0.928571429,7.06E-05,0.000605877,0.001365824,0.00591716,0
1673,0.00498132,0.007246377,0.000125012,0.001849186,0.4092827,1,0.000115059,0.000121175,0.000390235,0.001868577,0
1674,0.00996264,0.242753623,0.008389705,0.027920289,0.207805907,0.601279318,0.00011304,0.008936686,0.016346529,0.059794457,0
1675,0.00747198,0.036231884,0.000972317,0.005573629,0.303797468,0.840085288,7.06E-05,0.001302636,0.00255821,0.011211461,0
1676,0.00747198,0.155797101,0.004180962,0.023132518,0.189873418,0.561833689,5.45E-05,0.004059376,0.007631271,0.034257241,0
1677,0.00747198,0.012681159,0.000340311,0.002115484,0.3407173,1,0.000125151,0.000424114,0.001062308,0.003737154,0
1678,0.00747198,0.061594203,0.001652938,0.009298073,0.272151899,1,0.000111021,0.002090276,0.00515978,0.014948614,0
1679,0.00747198,0.023550725,0.000632006,0.003711408,0.35443038,0.836886994,0.000131207,0.000939109,0.001647661,0.006851448,0
1680,0.00747198,0.018115942,0.000486158,0.002912515,0.329113924,0.91684435,0.000151393,0.000636171,0.001387504,0.004671442,0
1681,0.00747198,0.02173913,0.00058339,0.00344511,0.258438819,0.824093817,0.000139281,0.000605877,0.001495903,0.004671442,0
1682,0.00747198,0.014492754,0.000388927,0.002381782,0.279535865,0.797441365,0.000109003,0.00039382,0.000953909,0.003737154,0
1683,0.00747198,0.072463768,0.001944634,0.010893997,0.30907173,0.762260128,0.000111021,0.002787034,0.004682825,0.019620056,0
1684,0.00747198,0.081521739,0.002187713,0.012223623,0.318565401,1,9.29E-05,0.003241442,0.00682912,0.023980069,0
1685,0.00747198,0.03442029,0.000923701,0.005307332,0.314345992,0.740938166,0.000117077,0.001272342,0.002146295,0.009342884,0
1686,0.00498132,0.023550725,0.000437543,0.005201185,0.38185654,0.939232409,7.67E-05,0.000666465,0.001279105,0.006228589,0
1687,0.01120797,0.472826087,0.018147598,0.048777172,0.133966245,0.579957356,7.27E-05,0.013995759,0.034254,0.106820305,0
1688,0.01120797,0.086956522,0.003354493,0.009111851,0.151898734,0.734541578,5.25E-05,0.002696153,0.007826389,0.02335721,0
1689,0.00747198,0.036231884,0.000972317,0.005573629,0.290084388,0.710021322,8.28E-05,0.001242048,0.002167975,0.010277172,0
1690,0.00996264,0.086956522,0.003014182,0.010124899,0.188818565,0.664179104,9.29E-05,0.002877916,0.006395525,0.021488633,0
1691,0.00747198,0.039855072,0.001069548,0.006106225,0.206751055,0.940298507,4.24E-05,0.000999697,0.003143563,0.009965743,0
1692,0.00747198,0.007246377,0.000194463,0.001316591,0.216244726,0.542643923,0.000252321,6.06E-05,0.000281837,0.000934288,0
1693,0.00996264,0.065217391,0.002264109,0.007642558,0.169831224,0.686567164,0.000109003,0.001938806,0.004942982,0.014014326,0
1694,0.00622665,0.028985507,0.000659786,0.005262638,0.235232068,0.812366738,6.66E-05,0.000636171,0.001669341,0.006228589,0
1695,0.00622665,0.018115942,0.000409762,0.003400417,0.264767932,0.692963753,0.000109003,0.00039382,0.00086719,0.003737154,0
1696,0.00622665,0.009057971,0.000201408,0.001849186,0.385021097,0.940298507,0.000100929,0.000242351,0.000585353,0.002802865,0
1697,0.00996264,0.385869565,0.013327685,0.044266871,0.187763713,0.731343284,8.88E-05,0.013208119,0.031067077,0.095297415,0
1698,0.00747198,0.076086957,0.002041865,0.011426592,0.20464135,0.943496802,6.46E-05,0.002029688,0.00602697,0.01712862,0
1699,0.00996264,0.099637681,0.003451724,0.011573708,0.151898734,0.591684435,4.84E-05,0.002787034,0.006590643,0.024602927,0
1700,0.00747198,0.018115942,0.000486158,0.002912515,0.274261603,0.986140725,4.04E-05,0.000514995,0.001495903,0.00591716,0
